================================================================================
 Задание 4 — Блок 1: перебор гиперпараметров CNN на MNIST
 Устройство: cuda
================================================================================
 train: 8000 | val: 2000 | test: 2000

img: ./MNIST.png

Конфигураций в сетке: 72

  [#12] эпоха   2/20 | train_loss=0.8529 val_loss=0.5304 | train_acc=0.7943 val_acc=0.8595
  [#12] эпоха   4/20 | train_loss=0.2913 val_loss=0.2876 | train_acc=0.9240 val_acc=0.9210
  [#12] эпоха   6/20 | train_loss=0.2077 val_loss=0.2359 | train_acc=0.9421 val_acc=0.9335
  [#12] эпоха   8/20 | train_loss=0.1658 val_loss=0.2153 | train_acc=0.9549 val_acc=0.9375
  [#12] эпоха  10/20 | train_loss=0.1408 val_loss=0.1849 | train_acc=0.9594 val_acc=0.9500
  [#12] эпоха  12/20 | train_loss=0.1180 val_loss=0.1664 | train_acc=0.9651 val_acc=0.9575
  [#12] эпоха  14/20 | train_loss=0.1062 val_loss=0.1562 | train_acc=0.9683 val_acc=0.9610
  [#12] эпоха  16/20 | train_loss=0.0927 val_loss=0.1500 | train_acc=0.9730 val_acc=0.9595
  [#12] эпоха  18/20 | train_loss=0.0823 val_loss=0.1494 | train_acc=0.9754 val_acc=0.9605
  [#12] эпоха  20/20 | train_loss=0.0757 val_loss=0.1390 | train_acc=0.9772 val_acc=0.9615

>>> block=a | channels=(16, 32) | conv(k=3, s=1) | pool(k=2, s=1) | lr=0.001 | params=5,130
  [#13] эпоха   1/20 | train_loss=2.2718 val_loss=2.1974 | train_acc=0.1247 val_acc=0.2545
  [#13] эпоха   2/20 | train_loss=2.1018 val_loss=1.9795 | train_acc=0.2427 val_acc=0.2560
  [#13] эпоха   4/20 | train_loss=1.7829 val_loss=1.7270 | train_acc=0.3336 val_acc=0.3375
  [#13] эпоха   6/20 | train_loss=1.6252 val_loss=1.5852 | train_acc=0.3887 val_acc=0.4205
  [#13] эпоха   8/20 | train_loss=1.5277 val_loss=1.5043 | train_acc=0.4405 val_acc=0.4615
  [#13] эпоха  10/20 | train_loss=1.4423 val_loss=1.4193 | train_acc=0.4909 val_acc=0.5175
  [#13] эпоха  12/20 | train_loss=1.3540 val_loss=1.3406 | train_acc=0.5597 val_acc=0.5645
  [#13] эпоха  14/20 | train_loss=1.2769 val_loss=1.2621 | train_acc=0.5726 val_acc=0.6160
  [#13] эпоха  16/20 | train_loss=1.2151 val_loss=1.2009 | train_acc=0.6032 val_acc=0.6300
  [#13] эпоха  18/20 | train_loss=1.1435 val_loss=1.1767 | train_acc=0.6398 val_acc=0.5985
  [#13] эпоха  20/20 | train_loss=1.0938 val_loss=1.1035 | train_acc=0.6573 val_acc=0.6365

>>> block=a | channels=(16, 32) | conv(k=3, s=1) | pool(k=2, s=2) | lr=0.001 | params=5,130
  [#14] эпоха   1/20 | train_loss=2.2654 val_loss=2.1826 | train_acc=0.1336 val_acc=0.2910
  [#14] эпоха   2/20 | train_loss=2.0770 val_loss=1.9322 | train_acc=0.2656 val_acc=0.3130
  [#14] эпоха   4/20 | train_loss=1.6744 val_loss=1.5975 | train_acc=0.4083 val_acc=0.4110
  [#14] эпоха   6/20 | train_loss=1.4387 val_loss=1.3941 | train_acc=0.5301 val_acc=0.5515
  [#14] эпоха   8/20 | train_loss=1.2518 val_loss=1.2210 | train_acc=0.6279 val_acc=0.6365
  [#14] эпоха  10/20 | train_loss=1.0749 val_loss=1.0613 | train_acc=0.6986 val_acc=0.6840
  [#14] эпоха  12/20 | train_loss=0.9223 val_loss=0.9226 | train_acc=0.7520 val_acc=0.7320
  [#14] эпоха  14/20 | train_loss=0.8129 val_loss=0.8256 | train_acc=0.7775 val_acc=0.7670
  [#14] эпоха  16/20 | train_loss=0.7275 val_loss=0.7278 | train_acc=0.7997 val_acc=0.7940
  [#14] эпоха  18/20 | train_loss=0.6565 val_loss=0.6761 | train_acc=0.8167 val_acc=0.8020
  [#14] эпоха  20/20 | train_loss=0.6018 val_loss=0.6240 | train_acc=0.8327 val_acc=0.8230

>>> block=a | channels=(16, 32) | conv(k=3, s=2) | pool(k=2, s=1) | lr=0.001 | params=5,130
  [#15] эпоха   1/20 | train_loss=2.2553 val_loss=2.1509 | train_acc=0.1540 val_acc=0.3110
  [#15] эпоха   2/20 | train_loss=1.9933 val_loss=1.7971 | train_acc=0.3381 val_acc=0.4545
  [#15] эпоха   4/20 | train_loss=1.3980 val_loss=1.3011 | train_acc=0.5786 val_acc=0.5930
  [#15] эпоха   6/20 | train_loss=1.0437 val_loss=1.0105 | train_acc=0.6996 val_acc=0.7035
  [#15] эпоха   8/20 | train_loss=0.8302 val_loss=0.8410 | train_acc=0.7590 val_acc=0.7465
  [#15] эпоха  10/20 | train_loss=0.6901 val_loss=0.7036 | train_acc=0.8003 val_acc=0.8045
  [#15] эпоха  12/20 | train_loss=0.5948 val_loss=0.6078 | train_acc=0.8349 val_acc=0.8320
  [#15] эпоха  14/20 | train_loss=0.5312 val_loss=0.5613 | train_acc=0.8466 val_acc=0.8355
  [#15] эпоха  16/20 | train_loss=0.4760 val_loss=0.4986 | train_acc=0.8635 val_acc=0.8575
  [#15] эпоха  18/20 | train_loss=0.4458 val_loss=0.4845 | train_acc=0.8691 val_acc=0.8630
  [#15] эпоха  20/20 | train_loss=0.4074 val_loss=0.4341 | train_acc=0.8801 val_acc=0.8770

>>> block=a | channels=(16, 32) | conv(k=3, s=2) | pool(k=2, s=2) | lr=0.001 | params=5,130
  [#16] эпоха   1/20 | train_loss=2.1447 val_loss=1.8576 | train_acc=0.2989 val_acc=0.5440
  [#16] эпоха   2/20 | train_loss=1.5193 val_loss=1.1981 | train_acc=0.5783 val_acc=0.6535
  [#16] эпоха   4/20 | train_loss=0.8074 val_loss=0.7348 | train_acc=0.7498 val_acc=0.7690
  [#16] эпоха   6/20 | train_loss=0.5783 val_loss=0.5585 | train_acc=0.8299 val_acc=0.8360
